1.385919726249995376e+00,1.344827586206896575e+00,1.000000000000000000e+00
1.253906666032869044e+00,1.303448275862068906e+00,1.000000000000000000e+00
1.469335993684871333e+00,1.199999999999999956e+00,1.000000000000000000e+00
1.390715359077537183e+00,1.231034482758620818e+00,1.000000000000000000e+00
8.273503821461950514e-01,1.500000000000000000e+00,1.000000000000000000e+00
1.447738713497578988e+00,1.210344827586206984e+00,1.000000000000000000e+00
8.594672031856507299e-01,1.448275862068965525e+00,1.000000000000000000e+00
1.118662015132290133e+00,1.396551724137931050e+00,1.000000000000000000e+00
7.561553269724399229e-01,1.468965517241379359e+00,1.000000000000000000e+00
1.720605847453850146e+00,1.262068965517241459e+00,1.000000000000000000e+00
1.648205277241167721e+00,1.251724137931034431e+00,1.000000000000000000e+00
9.828144498196857981e-01,1.293103448275862100e+00,1.000000000000000000e+00
1.163364876828071992e+00,1.324137931034482740e+00,1.000000000000000000e+00
7.477315851089296750e-01,1.427586206896551690e+00,1.000000000000000000e+00
6.451485502950160544e-01,1.406896551724137856e+00,1.000000000000000000e+00
-5.749976553761981801e-02,1.386206896551724244e+00,-1.000000000000000000e+00
-1.168032688516384976e-02,1.437931034482758719e+00,-1.000000000000000000e+00
-1.810992793969450343e-01,1.241379310344827624e+00,-1.000000000000000000e+00
4.069726819692411901e-01,1.313793103448275934e+00,-1.000000000000000000e+00
3.918203440091865275e-01,1.220689655172413790e+00,-1.000000000000000000e+00
-3.323719214904888863e-01,1.334482758620689768e+00,-1.000000000000000000e+00
-3.412348313856650717e-01,1.375862068965517215e+00,-1.000000000000000000e+00
-3.227010898792288529e-01,1.272413793103448265e+00,-1.000000000000000000e+00
-1.018138892696542896e-01,1.417241379310344884e+00,-1.000000000000000000e+00
-9.780158781962869918e-01,1.489655172413793194e+00,-1.000000000000000000e+00
1.019237301577019528e-01,1.355172413793103381e+00,-1.000000000000000000e+00
-7.163639785436315410e-01,1.479310344827586166e+00,-1.000000000000000000e+00
-3.477443026770418166e-01,1.282758620689655071e+00,-1.000000000000000000e+00
3.751086719403140535e-02,1.365517241379310409e+00,-1.000000000000000000e+00
-7.965523372273273228e-01,1.458620689655172331e+00,-1.000000000000000000e+00
